,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
27917,7.4,0.0,0.9,82.0,8.4,1008.0,0.0,4.0,0.004,0.4,0.006,0.015,60.0,34.0
27918,7.6,0.0,0.9,81.0,8.4,1008.1,0.0,4.6,0.005,0.5,0.005,0.018,41.0,29.0
27919,8.2,0.0,1.1,79.0,8.5,1007.9,0.0,6.9,0.005,0.6,0.003,0.024,42.0,30.0
27920,9.1,0.0,0.6,78.0,9.0,1008.1,0.0,9.2,0.006,0.5,0.004,0.021,60.0,25.0
27921,10.9,0.0,1.9,73.0,9.5,1007.9,0.0,11.0,0.006,0.5,0.005,0.022,69.0,41.0
27922,12.3,0.0,1.6,73.0,10.4,1007.9,0.0,12.7,0.006,0.4,0.005,0.023,79.0,42.0
27923,13.0,0.0,2.0,73.0,10.9,1008.0,0.0,13.9,0.006,0.5,0.009,0.019,69.0,38.0
27924,14.1,0.0,1.5,66.0,10.6,1007.0,0.0,16.3,0.005,0.3,0.034,0.01,73.0,37.0
27925,15.0,0.0,1.9,66.0,11.2,1005.9,0.0,17.9,0.005,0.3,0.039,0.01,18.0,16.0
27926,13.9,0.0,2.8,71.0,11.2,1005.0,0.0,16.3,0.0,0.0,0.0,0.0,20.0,19.0
27927,13.6,0.0,3.8,72.0,11.2,1003.9,0.0,15.2,0.004,0.3,0.031,0.013,28.0,15.0
27928,13.2,0.0,2.5,73.0,11.0,1003.9,0.0,13.7,0.004,0.3,0.033,0.013,27.0,15.0
27929,12.6,0.0,2.3,77.0,11.2,1003.6,0.0,12.3,0.004,0.3,0.031,0.011,23.0,14.0
27930,12.3,0.0,2.6,78.0,11.1,1003.5,0.0,11.5,0.004,0.3,0.031,0.011,23.0,11.0
27931,11.5,0.0,3.7,88.0,11.9,1003.2,0.0,10.9,0.004,0.3,0.035,0.011,21.0,17.0
27932,11.1,0.0,3.4,92.0,12.1,1002.8,0.0,10.6,0.004,0.3,0.037,0.009,17.0,15.0
27933,11.0,2.5,3.1,93.0,12.2,1002.7,0.0,10.5,0.003,0.3,0.041,0.006,16.0,17.0
27934,10.7,0.0,4.1,95.0,12.2,1001.8,0.0,10.4,0.004,0.3,0.043,0.006,12.0,10.0
27935,10.6,0.0,2.1,97.0,12.4,1000.7,0.0,10.3,0.004,0.3,0.046,0.003,10.0,15.0
27936,10.3,8.5,4.1,96.0,11.9,999.2,0.0,10.1,0.004,0.3,0.046,0.003,17.0,15.0
27937,10.2,0.0,2.6,97.0,12.0,997.9,0.0,10.1,0.005,0.3,0.043,0.005,17.0,17.0
27938,10.2,0.0,3.8,97.0,12.0,996.8,0.0,10.0,0.004,0.3,0.039,0.006,14.0,9.0
27939,10.1,7.0,3.9,96.0,11.8,995.9,0.0,10.0,0.004,0.3,0.032,0.009,18.0,14.0
27940,10.0,0.0,3.7,97.0,11.9,995.5,0.0,9.9,0.004,0.3,0.033,0.009,23.0,21.0
27941,10.1,0.0,3.6,96.0,11.8,994.7,0.0,9.8,0.003,0.3,0.032,0.008,17.0,20.0
27942,10.0,4.4,2.4,95.0,11.6,994.2,0.0,9.7,0.003,0.3,0.022,0.013,15.0,14.0
27943,10.1,0.0,2.9,93.0,11.5,994.0,0.0,9.7,0.003,0.5,0.01,0.02,15.0,17.0
27944,10.8,0.0,4.3,89.0,11.5,994.1,0.0,10.6,0.003,0.4,0.018,0.015,28.0,20.0
27945,11.5,0.4,2.4,86.0,11.6,994.1,0.0,12.3,0.004,0.3,0.02,0.013,24.0,23.0
27946,11.4,0.0,0.0,85.0,11.4,994.5,0.0,13.6,0.004,0.3,0.019,0.017,28.0,24.0
27947,11.4,0.0,0.0,85.0,11.4,994.1,0.0,12.9,0.007,0.4,0.02,0.012,39.0,26.0
27948,11.0,0.0,0.0,88.0,11.5,994.1,0.0,12.2,0.004,0.3,0.026,0.01,41.0,30.0
27949,11.4,0.0,0.0,90.0,12.1,993.9,0.0,13.4,0.004,0.3,0.025,0.014,31.0,23.0
27950,10.9,0.0,0.0,90.0,11.7,993.5,0.0,12.1,0.004,0.4,0.013,0.018,23.0,13.0
27951,10.7,1.5,0.0,89.0,11.4,993.3,0.0,12.0,0.003,0.3,0.022,0.012,45.0,29.0
27952,10.9,0.0,2.8,86.0,11.2,994.3,0.0,12.4,0.004,0.4,0.02,0.014,27.0,23.0
27953,10.2,0.0,3.7,79.0,9.8,995.5,0.0,10.8,0.003,0.4,0.022,0.01,20.0,19.0
27954,10.0,0.6,3.7,78.0,9.5,996.2,0.0,9.9,0.003,0.4,0.031,0.01,26.0,21.0
27955,9.4,0.0,5.7,70.0,8.2,997.1,0.0,8.7,0.003,0.4,0.041,0.009,23.0,16.0
27956,9.1,0.0,4.0,69.0,8.0,998.2,0.0,8.0,0.003,0.4,0.042,0.008,25.0,18.0
27957,8.7,0.0,4.2,69.0,7.7,999.4,0.0,7.7,0.003,0.4,0.042,0.008,32.0,23.0
27958,7.9,0.0,1.3,70.0,7.4,999.8,0.0,6.4,0.003,0.4,0.046,0.006,51.0,34.0
27959,7.8,0.0,3.7,68.0,7.2,1000.7,0.0,5.7,0.003,0.5,0.043,0.005,49.0,37.0
27960,7.4,0.0,3.3,68.0,7.0,1001.2,0.0,5.4,0.003,0.5,0.042,0.005,42.0,33.0
27961,7.0,0.0,4.5,66.0,6.6,1002.1,0.0,4.9,0.003,0.4,0.041,0.006,34.0,29.0
27962,6.0,0.0,4.8,56.0,5.2,1003.0,0.0,3.9,0.003,0.4,0.04,0.005,40.0,25.0
27963,4.9,0.0,2.3,56.0,4.9,1003.2,0.0,3.2,0.003,0.4,0.04,0.005,38.0,25.0
27964,4.3,0.0,4.8,55.0,4.6,1002.9,0.0,2.5,0.003,0.3,0.037,0.007,36.0,25.0
27965,3.8,0.0,3.4,55.0,4.4,1003.4,0.0,2.1,0.003,0.4,0.026,0.01,34.0,26.0
27966,3.7,0.0,5.9,53.0,4.2,1004.4,0.0,1.6,0.003,0.4,0.027,0.009,46.0,28.0
27967,3.7,0.0,5.6,51.0,4.1,1005.2,0.1,1.5,0.003,0.4,0.022,0.016,41.0,19.0
27968,4.1,0.0,6.6,49.0,4.0,1006.2,1.0,2.5,0.004,0.4,0.024,0.013,46.0,26.0
27969,5.3,0.0,3.8,47.0,4.2,1007.0,1.0,6.4,0.005,0.3,0.027,0.01,47.0,25.0
27970,6.7,0.0,3.9,39.0,3.8,1007.4,1.0,13.8,0.006,0.3,0.031,0.01,46.0,24.0
27971,8.2,0.0,3.5,35.0,3.8,1007.3,1.0,12.6,0.006,0.3,0.033,0.007,47.0,26.0
27972,9.9,0.0,2.6,33.0,4.0,1007.2,1.0,20.1,0.006,0.3,0.036,0.006,36.0,19.0
27973,10.4,0.0,3.4,27.0,3.4,1006.5,1.0,23.6,0.007,0.3,0.035,0.009,38.0,17.0
27974,11.4,0.0,3.8,24.0,3.2,1006.4,1.0,24.5,0.004,0.3,0.038,0.007,38.0,15.0
27975,12.6,0.0,2.6,20.0,2.9,1006.5,1.0,24.6,0.003,0.3,0.04,0.006,30.0,14.0
27976,13.1,0.0,2.5,21.0,3.2,1007.1,1.0,22.0,0.003,0.3,0.04,0.008,23.0,8.0
27977,12.6,0.0,2.6,24.0,3.5,1007.7,1.0,13.6,0.004,0.4,0.033,0.008,28.0,13.0
27978,11.7,0.0,2.3,23.0,3.2,1008.5,1.0,9.5,0.003,0.4,0.028,0.01,29.0,9.0
27979,9.6,0.0,1.9,26.0,3.1,1009.3,0.2,6.7,0.003,0.4,0.023,0.015,31.0,12.0
27980,8.5,0.0,2.0,27.0,3.0,1010.3,0.0,5.4,0.003,0.4,0.021,0.014,35.0,17.0
27981,7.9,0.0,2.2,30.0,3.2,1011.1,0.0,4.5,0.003,0.4,0.018,0.014,32.0,15.0
27982,7.4,0.0,3.0,32.0,3.3,1011.6,0.0,3.7,0.004,0.4,0.026,0.011,30.0,18.0
27983,6.4,0.0,1.9,33.0,3.2,1012.5,0.0,3.2,0.005,0.4,0.019,0.01,34.0,17.0
27984,6.2,0.0,3.0,34.0,3.2,1012.8,0.0,2.6,0.003,0.5,0.021,0.009,30.0,15.0
27985,5.6,0.0,3.2,39.0,3.6,1013.0,0.0,2.3,0.004,0.4,0.028,0.008,25.0,17.0
27986,4.8,0.0,1.9,41.0,3.5,1013.3,0.0,1.9,0.004,0.4,0.026,0.007,32.0,19.0
27987,4.7,0.0,3.1,39.0,3.3,1013.3,0.0,1.6,0.004,0.4,0.027,0.006,42.0,26.0
27988,4.5,0.0,3.6,37.0,3.1,1012.8,0.0,1.3,0.003,0.5,0.026,0.007,43.0,19.0
27989,4.7,0.0,3.3,34.0,2.9,1013.2,0.0,1.1,0.003,0.4,0.023,0.008,34.0,14.0
27990,4.4,0.0,5.0,36.0,3.0,1013.9,0.0,0.9,0.003,0.4,0.019,0.01,26.0,16.0
27991,3.9,0.0,0.9,33.0,2.7,1014.1,0.0,0.9,0.005,0.7,0.009,0.02,24.0,14.0
27992,6.5,0.0,1.8,36.0,3.5,1014.2,0.9,3.0,0.005,0.6,0.012,0.017,43.0,21.0
27993,8.4,0.0,2.4,26.0,2.9,1014.9,1.0,8.3,0.004,0.4,0.019,0.014,58.0,27.0
27994,11.5,0.0,2.7,27.0,3.7,1014.9,1.0,16.6,0.008,0.4,0.021,0.015,43.0,18.0
27995,12.5,0.0,2.4,27.0,3.9,1015.0,1.0,16.0,0.006,0.4,0.029,0.01,42.0,19.0
27996,14.1,0.0,3.4,26.0,4.2,1014.6,1.0,23.9,0.004,0.4,0.039,0.008,50.0,18.0
27997,13.5,0.0,5.4,27.0,4.2,1013.9,1.0,27.4,0.004,0.4,0.04,0.01,46.0,13.0
27998,14.0,0.0,5.0,32.0,5.1,1012.7,1.0,29.3,0.004,0.4,0.04,0.009,45.0,16.0
27999,14.3,0.0,4.4,35.0,5.7,1011.9,1.0,28.5,0.004,0.4,0.043,0.008,46.0,15.0
28000,13.0,0.0,6.9,38.0,5.7,1012.1,1.0,23.4,0.003,0.3,0.043,0.007,46.0,16.0
28001,12.3,0.0,7.5,40.0,5.7,1012.2,1.0,14.3,0.003,0.3,0.043,0.006,36.0,10.0
28002,11.4,0.0,7.0,44.0,5.9,1012.1,1.0,10.7,0.003,0.4,0.037,0.008,33.0,10.0
28003,10.6,0.0,4.1,44.0,5.6,1012.2,0.2,8.3,0.003,0.4,0.028,0.015,29.0,17.0
28004,9.9,0.0,4.9,47.0,5.7,1012.2,0.0,7.2,0.004,0.4,0.034,0.012,25.0,14.0
28005,9.5,0.0,5.8,50.0,5.9,1012.7,0.0,6.6,0.003,0.3,0.039,0.009,25.0,14.0
28006,9.1,0.0,6.0,59.0,6.8,1013.0,0.0,6.2,0.003,0.3,0.042,0.007,22.0,11.0
28007,9.0,0.0,5.0,60.0,6.9,1013.6,0.0,6.0,0.003,0.3,0.035,0.008,22.0,8.0
28008,8.9,0.0,5.5,60.0,6.8,1013.4,0.0,5.9,0.003,0.3,0.04,0.006,23.0,7.0
28009,9.0,0.0,4.6,67.0,7.6,1013.4,0.0,5.9,0.003,0.3,0.036,0.01,29.0,11.0
28010,9.0,0.0,5.6,70.0,8.0,1013.2,0.0,6.2,0.004,0.4,0.021,0.017,23.0,12.0
28011,9.0,0.0,4.7,68.0,7.7,1012.7,0.0,6.2,0.004,0.4,0.015,0.015,35.0,23.0
28012,8.7,0.0,3.4,66.0,7.4,1012.3,0.0,5.9,0.004,0.4,0.008,0.019,41.0,24.0
28013,8.7,0.0,3.0,64.0,7.2,1012.0,0.0,6.0,0.004,0.4,0.006,0.017,40.0,28.0
28014,8.9,0.0,2.7,59.0,6.7,1011.8,0.0,6.1,0.004,0.5,0.003,0.019,45.0,28.0
28015,8.6,0.0,4.3,61.0,6.8,1011.9,0.0,6.3,0.005,0.7,0.003,0.027,48.0,26.0
28016,9.2,0.0,0.7,62.0,7.2,1011.8,0.0,7.8,0.006,0.8,0.006,0.023,57.0,26.0
28017,9.8,0.0,3.0,54.0,6.5,1013.0,0.2,10.7,0.007,0.5,0.009,0.019,72.0,37.0
28018,11.5,0.0,2.5,46.0,6.2,1013.1,0.6,17.0,0.006,0.5,0.026,0.015,70.0,34.0
28019,14.0,0.0,2.4,40.0,6.3,1012.5,1.0,18.4,0.006,0.4,0.041,0.011,61.0,31.0
28020,14.5,0.0,3.7,36.0,5.9,1011.4,1.0,25.2,0.005,0.4,0.048,0.01,65.0,29.0
28021,15.6,0.0,2.5,36.0,6.3,1010.2,1.0,30.7,0.005,0.4,0.054,0.013,63.0,37.0
28022,16.3,0.0,3.9,35.0,6.4,1008.9,1.0,31.8,0.004,0.4,0.053,0.012,69.0,37.0
28023,16.6,0.0,2.5,38.0,7.2,1008.0,1.0,28.9,0.004,0.4,0.056,0.011,65.0,35.0
28024,15.0,0.0,2.7,46.0,7.8,1007.9,0.9,24.2,0.004,0.4,0.061,0.011,60.0,33.0
28025,13.3,0.0,5.0,52.0,7.9,1007.7,1.0,17.0,0.004,0.4,0.054,0.011,59.0,29.0
28026,12.4,0.0,4.4,50.0,7.2,1007.9,0.6,13.4,0.004,0.4,0.049,0.011,52.0,27.0
28027,11.9,0.0,2.4,58.0,8.0,1007.9,0.0,11.5,0.004,0.5,0.041,0.018,40.0,24.0
28028,11.6,0.0,0.7,61.0,8.3,1007.5,0.0,10.6,0.004,0.4,0.043,0.014,49.0,28.0
28029,11.9,0.0,2.2,52.0,7.2,1007.5,0.0,9.9,0.004,0.4,0.043,0.012,52.0,31.0
28030,11.6,0.0,1.1,49.0,6.7,1008.2,0.0,9.7,0.004,0.3,0.027,0.015,48.0,29.0
28031,10.9,0.0,3.6,29.0,3.8,1008.0,0.0,8.8,0.003,0.3,0.026,0.009,42.0,24.0
28032,10.0,0.0,2.0,31.0,3.8,1007.6,0.0,8.1,0.004,0.3,0.027,0.008,25.0,17.0
28033,9.9,0.0,2.0,29.0,3.5,1007.4,0.0,7.7,0.005,0.4,0.02,0.014,23.0,17.0
28034,9.0,0.0,2.9,24.0,2.8,1007.4,0.0,6.9,0.01,0.3,0.023,0.011,36.0,21.0
28035,8.1,0.0,2.6,21.0,2.3,1006.7,0.0,6.1,0.022,0.4,0.026,0.01,26.0,16.0
28036,7.2,0.0,2.2,18.0,1.8,1006.8,0.0,5.5,0.009,0.3,0.024,0.012,32.0,13.0
28037,6.3,0.0,1.6,16.0,1.5,1006.8,0.0,4.5,0.004,0.3,0.035,0.006,28.0,19.0
28038,5.4,0.0,1.3,16.0,1.4,1007.0,0.0,3.6,0.003,0.3,0.033,0.007,30.0,13.0
28039,4.7,0.0,2.5,20.0,1.7,1007.0,0.0,3.6,0.003,0.3,0.03,0.01,14.0,9.0
28040,5.0,0.0,3.9,21.0,1.8,1007.0,0.6,4.8,0.003,0.3,0.03,0.009,15.0,9.0
28041,5.8,0.0,4.0,21.0,1.9,1007.2,1.0,9.4,0.003,0.3,0.033,0.008,25.0,10.0
28042,7.0,0.0,3.2,21.0,2.1,1007.0,1.0,16.5,0.003,0.3,0.036,0.007,22.0,12.0
28043,8.8,0.0,1.9,21.0,2.4,1006.5,1.0,16.6,0.003,0.3,0.038,0.006,24.0,11.0
28044,8.6,0.0,4.8,21.0,2.3,1005.7,1.0,24.4,0.003,0.3,0.04,0.006,36.0,11.0
28045,9.4,0.0,5.1,20.0,2.4,1004.7,1.0,29.5,0.003,0.3,0.04,0.007,32.0,10.0
28046,10.1,0.0,5.2,18.0,2.2,1004.1,1.0,30.4,0.003,0.3,0.042,0.006,27.0,7.0
28047,11.4,0.0,3.6,17.0,2.3,1003.5,1.0,30.1,0.003,0.3,0.042,0.006,30.0,10.0
28048,11.5,0.0,4.0,17.0,2.3,1003.7,1.0,25.4,0.003,0.3,0.044,0.007,40.0,13.0
28049,11.4,0.0,2.4,16.0,2.2,1003.7,1.0,15.5,0.004,0.3,0.041,0.007,39.0,11.0
28050,10.7,0.0,1.9,17.0,2.2,1003.7,1.0,11.1,0.003,0.3,0.036,0.008,41.0,9.0
28051,9.2,0.0,2.0,19.0,2.2,1004.0,0.3,7.8,0.003,0.4,0.033,0.012,36.0,13.0
28052,8.9,0.0,2.9,21.0,2.4,1004.2,0.0,6.5,0.003,0.4,0.043,0.007,35.0,16.0
28053,8.4,0.0,4.6,23.0,2.5,1004.5,0.0,5.7,0.004,0.4,0.046,0.006,46.0,21.0
28054,7.9,0.0,4.1,25.0,2.7,1004.7,0.0,5.0,0.004,0.4,0.052,0.006,46.0,30.0
28055,7.3,0.0,3.7,27.0,2.8,1005.1,0.0,4.6,0.004,0.4,0.053,0.004,45.0,26.0
28056,7.0,0.0,3.5,32.0,3.2,1004.4,0.0,4.4,0.003,0.4,0.049,0.004,37.0,21.0
28057,6.6,0.0,3.8,37.0,3.6,1004.1,0.0,4.2,0.003,0.4,0.054,0.004,40.0,18.0
28058,6.4,0.0,5.1,47.0,4.5,1003.6,0.0,4.0,0.004,0.4,0.05,0.005,44.0,26.0
28059,6.2,0.0,5.4,52.0,4.9,1003.0,0.0,3.8,0.003,0.4,0.051,0.004,46.0,29.0
28060,5.8,0.0,5.1,52.0,4.8,1002.7,0.0,3.4,0.003,0.4,0.048,0.005,49.0,33.0
28061,5.7,0.0,5.0,48.0,4.4,1002.7,0.0,3.2,0.003,0.4,0.042,0.005,47.0,29.0
28062,5.8,0.0,6.0,41.0,3.8,1003.3,0.0,2.9,0.003,0.3,0.038,0.006,43.0,25.0
28063,5.9,0.0,5.4,40.0,3.7,1003.5,0.0,3.1,0.003,0.3,0.038,0.008,37.0,20.0
28064,6.6,0.0,3.3,40.0,3.9,1003.9,1.0,4.9,0.004,0.3,0.039,0.007,41.0,15.0
28065,7.5,0.0,5.0,39.0,4.1,1003.9,1.0,10.6,0.004,0.3,0.044,0.005,34.0,22.0
28066,8.4,0.0,6.5,36.0,4.0,1003.3,1.0,17.1,0.003,0.3,0.047,0.004,25.0,15.0
28067,9.5,0.0,8.1,30.0,3.6,1002.7,1.0,17.1,0.004,0.3,0.046,0.004,28.0,11.0
28068,11.5,0.0,4.4,32.0,4.3,1001.7,1.0,26.4,0.004,0.4,0.051,0.004,27.0,15.0
28069,12.0,0.0,6.4,28.0,3.9,1000.4,1.0,29.1,0.004,0.4,0.055,0.005,29.0,14.0
28070,11.4,0.0,6.7,31.0,4.2,999.3,0.5,19.8,0.003,0.4,0.053,0.004,44.0,22.0
28071,9.8,0.0,6.0,43.0,5.2,999.4,0.0,12.6,0.003,0.3,0.044,0.006,57.0,24.0
28072,11.7,0.0,3.2,41.0,5.6,998.8,0.5,20.7,0.003,0.3,0.049,0.004,45.0,23.0
28073,11.7,0.0,4.8,33.0,4.5,998.3,0.8,14.1,0.003,0.3,0.047,0.004,29.0,14.0
28074,11.1,0.0,5.3,24.0,3.2,999.0,0.6,10.7,0.003,0.3,0.046,0.004,68.0,11.0
28075,8.7,0.0,7.1,30.0,3.4,999.8,0.3,7.5,0.003,0.3,0.047,0.004,48.0,9.0
28076,7.3,0.0,8.5,34.0,3.5,1000.9,0.0,6.0,0.003,0.3,0.045,0.005,46.0,11.0
28077,6.6,0.0,3.2,36.0,3.5,1002.1,0.0,5.3,0.003,0.3,0.043,0.004,29.0,12.0
28078,5.4,0.0,3.9,34.0,3.0,1003.3,0.0,4.3,0.003,0.3,0.044,0.004,23.0,10.0
28079,4.8,0.0,3.7,32.0,2.8,1004.2,0.0,3.9,0.003,0.3,0.044,0.004,18.0,14.0
28080,2.9,0.0,4.7,50.0,3.8,1006.0,0.0,2.7,0.003,0.3,0.04,0.006,23.0,13.0
28081,2.0,0.0,3.4,55.0,3.9,1006.8,0.0,2.1,0.003,0.3,0.039,0.006,33.0,15.0
28082,1.8,0.0,3.7,51.0,3.6,1007.5,0.0,1.4,0.01,0.3,0.027,0.011,33.0,15.0
28083,1.6,0.0,5.1,49.0,3.4,1008.1,0.0,1.0,0.004,0.3,0.028,0.01,62.0,39.0
28084,1.4,0.0,6.5,50.0,3.4,1009.3,0.0,0.8,0.003,0.3,0.034,0.007,35.0,17.0
28085,1.5,0.0,6.5,49.0,3.3,1010.3,0.0,0.6,0.004,1.3,0.026,0.009,31.0,16.0
28086,1.4,0.0,5.5,50.0,3.4,1011.6,0.0,0.4,0.003,0.3,0.025,0.01,34.0,16.0
28087,1.3,0.0,5.7,51.0,3.4,1012.1,0.1,0.5,0.003,0.3,0.021,0.015,29.0,16.0
28088,3.1,0.0,3.5,47.0,3.6,1012.9,1.0,2.7,0.005,0.4,0.019,0.016,30.0,14.0
28089,5.7,0.0,1.9,41.0,3.8,1013.5,1.0,10.3,0.005,0.4,0.023,0.013,48.0,19.0
28090,6.5,0.0,3.0,41.0,4.0,1014.0,1.0,17.7,0.005,0.4,0.026,0.013,42.0,20.0
28091,10.2,0.0,1.7,31.0,3.8,1014.2,1.0,18.5,0.0,0.0,0.0,0.0,42.0,18.0
28092,11.4,0.0,1.9,30.0,4.1,1013.8,1.0,27.7,0.0,0.0,0.0,0.0,33.0,21.0
28093,9.6,0.0,4.5,40.0,4.8,1013.6,0.9,29.4,0.0,0.0,0.0,0.0,33.0,18.0
28094,9.2,0.0,5.5,40.0,4.6,1012.8,1.0,31.9,0.003,0.2,0.039,0.015,30.0,15.0
28095,9.2,0.0,5.2,42.0,4.9,1012.1,1.0,29.9,0.003,0.2,0.04,0.013,29.0,16.0
28096,9.2,0.0,6.4,40.0,4.6,1012.0,1.0,24.9,0.003,0.3,0.043,0.014,22.0,17.0
28097,9.5,0.0,5.6,44.0,5.2,1012.2,1.0,15.1,0.003,0.3,0.046,0.011,30.0,12.0
28098,8.9,0.0,7.3,42.0,4.8,1012.4,1.0,10.7,0.003,0.3,0.045,0.011,26.0,16.0
28099,7.8,0.0,5.9,40.0,4.2,1012.6,0.2,7.8,0.003,0.3,0.048,0.011,29.0,15.0
28100,7.6,0.0,6.8,38.0,4.0,1012.6,0.0,6.7,0.002,0.3,0.045,0.011,19.0,17.0
28101,7.1,0.0,5.7,41.0,4.2,1013.0,0.0,5.9,0.002,0.3,0.048,0.008,22.0,11.0
28102,6.8,0.0,3.7,47.0,4.6,1012.7,0.0,5.4,0.002,0.3,0.047,0.008,15.0,12.0
28103,6.8,0.0,2.9,48.0,4.8,1012.5,0.0,5.2,0.002,0.3,0.047,0.006,17.0,13.0
28104,7.1,0.0,6.1,49.0,4.9,1011.7,0.0,5.1,0.003,0.3,0.045,0.006,17.0,10.0
28105,7.1,0.0,4.7,51.0,5.2,1011.1,0.0,5.0,0.003,0.3,0.04,0.012,18.0,13.0
28106,6.8,0.0,4.1,54.0,5.4,1010.8,0.0,5.2,0.003,0.3,0.032,0.017,21.0,14.0
28107,6.7,0.0,4.7,55.0,5.4,1010.1,0.0,5.2,0.004,0.3,0.028,0.019,31.0,16.0
28108,6.6,0.0,4.9,53.0,5.2,1009.6,0.0,4.9,0.004,0.3,0.022,0.026,21.0,22.0
28109,6.4,0.0,5.1,53.0,5.1,1009.4,0.0,4.6,0.005,0.3,0.023,0.02,26.0,16.0
28110,6.4,0.0,5.7,56.0,5.4,1009.5,0.0,4.2,0.005,0.5,0.008,0.035,19.0,17.0
28111,6.2,0.0,3.8,52.0,4.9,1009.9,0.0,4.1,0.007,0.6,0.01,0.042,36.0,27.0
28112,7.2,0.0,3.6,43.0,4.4,1009.8,0.7,5.9,0.007,0.5,0.016,0.033,32.0,14.0
28113,8.5,0.0,6.0,37.0,4.1,1009.8,1.0,11.6,0.005,0.4,0.03,0.021,36.0,20.0
28114,10.1,0.0,6.2,35.0,4.3,1009.1,1.0,18.4,0.004,0.3,0.037,0.02,28.0,10.0
28115,11.6,0.0,5.7,33.0,4.5,1008.6,1.0,19.5,0.004,0.3,0.042,0.014,25.0,14.0
28116,13.4,0.0,4.4,35.0,5.4,1007.6,1.0,28.3,0.003,0.3,0.05,0.01,25.0,15.0
28117,14.3,0.0,6.6,42.0,6.8,1006.3,1.0,33.3,0.003,0.3,0.054,0.013,37.0,16.0
28118,15.2,0.0,6.8,44.0,7.6,1005.2,1.0,32.3,0.003,0.3,0.056,0.012,48.0,18.0
28119,15.4,0.0,7.5,49.0,8.5,1004.2,1.0,30.3,0.003,0.3,0.055,0.012,49.0,15.0
28120,14.0,0.0,10.1,62.0,9.9,1004.2,1.0,23.8,0.003,0.3,0.055,0.013,46.0,17.0
28121,14.0,0.0,8.6,60.0,9.5,1004.4,1.0,17.7,0.003,0.3,0.051,0.01,45.0,18.0
28122,13.7,0.0,8.9,59.0,9.2,1004.3,1.0,14.1,0.003,0.3,0.047,0.014,41.0,17.0
28123,13.2,0.0,5.3,57.0,8.6,1004.6,0.1,11.7,0.003,0.2,0.053,0.011,43.0,17.0
28124,13.4,0.0,6.2,49.0,7.5,1005.0,0.0,10.6,0.003,0.3,0.058,0.008,40.0,21.0
28125,13.4,0.0,6.3,44.0,6.7,1005.5,0.0,10.1,0.003,0.3,0.058,0.009,34.0,14.0
28126,13.2,0.0,6.5,42.0,6.3,1006.0,0.0,9.7,0.004,0.3,0.046,0.023,36.0,15.0
28127,12.5,0.0,6.0,45.0,6.5,1006.4,0.0,9.0,0.004,0.3,0.035,0.026,34.0,17.0
28128,11.6,0.0,3.7,50.0,6.8,1006.4,0.0,8.2,0.004,0.3,0.04,0.022,38.0,25.0
28129,11.2,0.0,1.3,52.0,6.9,1006.7,0.0,7.3,0.004,0.4,0.024,0.045,40.0,18.0
28130,10.8,0.0,2.5,51.0,6.6,1007.0,0.0,6.7,0.005,0.4,0.038,0.03,51.0,24.0
28131,10.0,0.0,2.6,57.0,7.0,1007.1,0.0,6.4,0.004,0.4,0.042,0.022,82.0,49.0
28132,9.4,0.0,3.6,61.0,7.2,1006.9,0.0,6.1,0.003,0.4,0.023,0.04,80.0,47.0
28133,9.0,0.0,2.1,62.0,7.1,1007.1,0.0,5.6,0.003,0.4,0.029,0.029,76.0,48.0
28134,8.1,0.0,2.2,62.0,6.7,1007.5,0.0,4.6,0.003,0.6,0.007,0.048,69.0,42.0
28135,7.8,0.0,2.0,61.0,6.4,1007.8,0.1,4.4,0.004,0.7,0.007,0.054,97.0,54.0
28136,9.8,0.0,2.4,53.0,6.4,1008.3,1.0,6.7,0.005,1.1,0.02,0.043,101.0,61.0
28137,11.9,0.0,2.5,32.0,4.4,1008.7,1.0,14.2,0.004,0.3,0.031,0.031,90.0,53.0
28138,14.5,0.0,1.9,28.0,4.6,1008.6,1.0,22.5,0.004,0.4,0.048,0.019,74.0,31.0
28139,15.5,0.0,1.3,26.0,4.6,1008.1,1.0,22.3,0.004,0.3,0.048,0.016,42.0,26.0
28140,15.8,0.0,3.9,25.0,4.5,1007.5,1.0,30.5,0.003,0.3,0.05,0.016,52.0,27.0
28141,16.4,0.0,4.1,24.0,4.5,1006.5,1.0,35.7,0.003,0.3,0.056,0.015,40.0,24.0
28142,15.4,0.0,6.6,30.0,5.2,1005.8,1.0,35.7,0.003,0.3,0.061,0.011,30.0,17.0
28143,15.0,0.0,5.6,36.0,6.1,1005.5,1.0,33.6,0.003,0.3,0.063,0.012,39.0,20.0
28144,14.7,0.0,5.3,41.0,6.8,1005.3,1.0,28.1,0.003,0.4,0.067,0.014,42.0,27.0
28145,13.8,0.0,4.9,51.0,8.0,1005.0,1.0,19.1,0.003,0.5,0.064,0.017,50.0,28.0
28146,13.0,0.0,4.8,56.0,8.4,1004.9,1.0,14.8,0.003,0.4,0.055,0.021,59.0,34.0
28147,12.3,0.0,4.4,47.0,6.7,1005.3,0.3,11.7,0.003,0.3,0.057,0.021,42.0,26.0
28148,12.1,0.0,4.1,50.0,7.0,1005.3,0.0,10.4,0.003,0.4,0.06,0.019,35.0,23.0
